lambda_593,SRGECO_580_593
674.4,0.048592380212368
674.6,0.0480740897360799
674.8,0.047533023462291
675,0.0469717137534971
675.2,0.0463770394982993
675.4,0.0457786326890172
675.6,0.0452019606337859
675.8,0.0446388515148682
676,0.0440385891971603
676.2,0.0434776552666715
676.4,0.0428733310040207
676.6,0.0422941415680375
676.8,0.0416416764234216
677,0.0410893250035906
677.2,0.0405361643186725
677.4,0.0399239140979992
677.6,0.039382873078516
677.8,0.0387988874794376
678,0.0382654560058257
678.2,0.0377074994762613
678.4,0.037133690558924
678.6,0.0365955951892892
678.8,0.0360399738801614
679,0.0355497640871094
679.2,0.0349539855688995
679.4,0.0344846329877695
679.6,0.0339702097912892
679.8,0.0334391047355239
680,0.032892840969959
680.2,0.0324107012131522
680.4,0.0319009229491675
680.6,0.0313958692869413
680.8,0.0309173520831785
681,0.0304414223929575
681.2,0.0299966346666849
681.4,0.0294861844820031
681.6,0.0290725332056009
681.8,0.0286067256433542
682,0.0281643428717162
682.2,0.0276898800819119
682.4,0.0272709959140439
682.6,0.0268429803797623
682.8,0.0263912906420575
683,0.0259737174977109
683.2,0.0255636883457185
683.4,0.0251405767229732
683.6,0.0247490772184559
683.8,0.0243035971335564
684,0.0239227145326858
684.2,0.0235374952196473
684.4,0.023148093091453
684.6,0.0227648905143292
684.8,0.0224164918721224
685,0.0220687098086814
685.2,0.0217015128414022
685.4,0.0213650685583893
685.6,0.0209886387742639
685.8,0.0206330766358056
686,0.0202856963645429
686.2,0.0199047201454986
686.4,0.019520759105419
686.6,0.0191563949077397
686.8,0.0187566779655232
687,0.0183635447406621
687.2,0.017976353481467
687.4,0.0175846593550652
687.6,0.0172237558809861
687.8,0.0168354530370197
688,0.0164233127439132
688.2,0.0160350210012483
688.4,0.0156333091075113
688.6,0.015234110214645
688.8,0.0148486203141876
689,0.0144173522957915
689.2,0.0140377694653189
689.4,0.0136232246162187
689.6,0.0132320764846242
689.8,0.0128388539899673
690,0.0124009796694998
690.2,0.0120296289823869
690.4,0.0116294973757312
690.6,0.0112281265437247
690.8,0.0108474181604796
691,0.0104520993448223
691.2,0.0100566064002307
691.4,0.00968849666415672
691.6,0.00931250250667638
691.8,0.00893042592883799
692,0.00857255880962674
692.2,0.00820346249700018
692.4,0.00784873602453385
692.6,0.00748844155106692
692.8,0.00714398621081996
693,0.00679727777240277
693.2,0.00646730357186163
693.4,0.00613848379723627
693.6,0.00581111838173909
693.8,0.00548740524153647
694,0.00517622268956978
694.2,0.0048716020661915
694.4,0.00457264550741636
694.6,0.0042777260074635
694.8,0.00399589136158916
695,0.00371844310398636
695.2,0.00345393024621363
695.4,0.00318818304179675
695.6,0.00293962440797246
695.8,0.00269444708625837
696,0.00246189200556561
696.2,0.00223383028273704
696.4,0.00202135762140875
696.6,0.00181185522661645
696.8,0.00161443484376728
697,0.00142824276052578
697.2,0.00125187298125312
697.4,0.00108605574424589
697.6,0.000931595537788023
697.8,0.000786572470771629
698,0.000654331377810533
698.2,0.000533256817903763
698.4,0.000423934637754073
698.6,0.000326830912212684
698.8,0.000241291028462538
699,0.000168654124719123
699.2,0.000108555912563432
699.4,6.14361792009804e-05
699.6,2.74627984324693e-05
699.8,6.89730240890268e-06
700,0
700.2,0
700.4,0
700.6,0
700.8,0
701,0
701.2,0
701.4,0
701.6,0
701.8,0
702,0
702.2,0
702.4,0
702.6,0
702.8,0
703,0
703.2,0
703.4,0
703.6,0
703.8,0
704,0
704.2,0
704.4,0
704.6,0
704.8,0
705,0
705.2,0
705.4,0
705.6,0
705.8,0
706,0
706.2,0
706.4,0
706.6,0
706.8,0
707,0
707.2,0
707.4,0
707.6,0
707.8,0
708,0
708.2,0
708.4,0
708.6,0
708.8,0
709,0
709.2,0
709.4,0
709.6,0
709.8,0
710,0
